RegionName,State,Metro,CountyName,SizeRank,Jan-19,Feb-19,Mar-19,Apr-19,May-19
Summerville,SC,Charleston-North Charleston,Dorchester County,305,268995,268000,267650,268047.5,269271.5
Vista,CA,San Diego-Carlsbad,San Diego County,306,550000,557000,549900,575000,577950
Broken Arrow,OK,Tulsa,Tulsa County,307,213650,210200,209985,209915,205940.5
Richmond,CA,San Francisco-Oakland-Hayward,Contra Costa County,308,499000,509950,518500,525000,525000
Arvada,CO,Denver-Aurora-Lakewood,Jefferson County,309,465000,475000,489900,480000,469450
Charlottesville,VA,Charlottesville,Albemarle County,310,432374,446245,437660,449000,449000
Independence,MO,Kansas City,Jackson County,311,125000,126950,129925,133250,129900
Tuscaloosa,AL,Tuscaloosa,Tuscaloosa County,312,189900,189900,194900,207988,210900
Provo,UT,Provo-Orem,Utah County,313,306950,299700,302500,311250,305000
New Port Richey,FL,Tampa-St. Petersburg-Clearwater,Pasco County,314,219949.5,219900,225000,225000,235000
Spartanburg,SC,Spartanburg,Spartanburg County,315,144900,159999.5,165900,169900,170000
Bellingham,WA,Bellingham,Whatcom County,316,415000,410000,415000,419000,425000
Melbourne,FL,Palm Bay-Melbourne-Titusville,Brevard County,317,264500,264000,265000,272900,269000
Costa Mesa,CA,Los Angeles-Long Beach-Anaheim,Orange County,318,885740,880990,874945,882995,899000
Sparks,NV,Reno,Washoe County,319,368000,366250,365000,378750,389000
Bend,OR,Bend-Redmond,Deschutes County,320,525000,510000,521375,520000,529900
El Monte,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,321,499900,504894,528000,543000,535000
College Station,TX,College Station-Bryan,Brazos County,322,260400,259900,261250,264950,261900
Miami Gardens,FL,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,323,245000,245000,250000,250000,255000
Chico,CA,Chico,Butte County,324,379000,375000,379000,379900,389500
Downey,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,325,6.00E+05,599974.5,599900,625000,620000
Tracy,CA,Stockton-Lodi,San Joaquin County,326,547705.5,559950,567823.5,575184,575000
Ventura,CA,Oxnard-Thousand Oaks-Ventura,Ventura County,327,599000,599000,614950,609000,599000
North Charleston,SC,Charleston-North Charleston,Charleston County,328,2.00E+05,203950,207000,210000,214060
Lewisville,TX,Dallas-Fort Worth-Arlington,Denton County,329,299000,299000,299949.5,3.00E+05,3.00E+05
West Covina,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,330,589444,585000,588000,585000,589900
Rock Hill,SC,Charlotte-Concord-Gastonia,York County,331,229700,229250,233000,235000,235900
Bowling Green,KY,Bowling Green,Warren County,332,229900,229900,229900,234900,237900
Yakima,WA,Yakima,Yakima County,333,249000,249000,269000,279000,270000
Redding,CA,Redding,Shasta County,334,309000,299900,299900,304800,310000
Manchester,NH,Manchester-Nashua,Hillsborough County,335,234950,239900,244900,249949.5,249900
Saint Augustine,FL,Jacksonville,Saint Johns County,336,305990,309990,309900,315000,315000
Delray Beach,FL,Miami-Fort Lauderdale-West Palm Beach,Palm Beach County,337,3.00E+05,3.00E+05,299000,310000,299500
Lowell,MA,Boston-Cambridge-Newton,Middlesex County,338,299900,299000,305000,299900,305000
Waterbury,CT,New Haven-Milford,New Haven County,339,124900,124900,127900,127500,130000
West Palm Beach,FL,Miami-Fort Lauderdale-West Palm Beach,Palm Beach County,340,298700,299000,298000,296000,294900
Carlsbad,CA,San Diego-Carlsbad,San Diego County,341,860445,869000,874900,875000,879000
Elgin,IL,Chicago-Naperville-Elgin,Kane County,342,225000,234900,240000,240000,238000
Santa Barbara,CA,Santa Maria-Santa Barbara,Santa Barbara County,343,1295000,1299000,1297000,1300000,1295000
Laurel,MD,Washington-Arlington-Alexandria,Prince Georges County,344,349450,335500,349700,350000,349999
Cambridge,MA,Boston-Cambridge-Newton,Middlesex County,345,899000,875000,899000,879000,875000
Fargo,ND,Fargo,Cass County,346,244900,249900,247900,254900,259900
West Jordan,UT,Salt Lake City,Salt Lake County,347,349900,359400,349900,350450,339900
Greenville,NC,Greenville,Pitt County,348,175000,170000,175000,188600,183495
Manassas,VA,Washington-Arlington-Alexandria,Prince William County,349,374700,375000,389900,389995,390000
Hillsboro,OR,Portland-Vancouver-Hillsboro,Washington County,350,399900,399000,401540,410000,419700
Green Bay,WI,Green Bay,Brown County,351,144900,148700,149900,160000,160000
Palm Bay,FL,Palm Bay-Melbourne-Titusville,Brevard County,352,192000,189949.5,192000,195000,196000
Richardson,TX,Dallas-Fort Worth-Arlington,Dallas County,353,350000,349000,340000,339900,339900
West Chester,PA,Philadelphia-Camden-Wilmington,Chester County,354,434950,439900,450000,465000,469950
Norwalk,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,355,488400,480000,489894,499000,499894
Vero Beach,FL,Sebastian-Vero Beach,Indian River County,356,285000,289900,287500,291995,289000
Peoria,IL,Peoria,Peoria County,357,119850,114900,117900,124000,124000
Centennial,CO,Denver-Aurora-Lakewood,Arapahoe County,358,460000,465000,464900,475000,488500
Douglasville,GA,Atlanta-Sandy Springs-Roswell,Douglas County,359,199700,214900,219900,205000,218900
Antioch,CA,San Francisco-Oakland-Hayward,Contra Costa County,360,439500,435000,448500,459900,465000
Perris,CA,Riverside-San Bernardino-Ontario,Riverside County,361,335000,336999,339900,339999,345990
Springfield,VA,Washington-Arlington-Alexandria,Fairfax County,362,485000,499888,514950,529900,529925
Fairfield,CA,Vallejo-Fairfield,Solano County,363,477000,498450,490000,495680,497450
Davenport,IA,Davenport-Moline-Rock Island,Scott County,364,138000,135900,137000,148500,149900
Lehigh Acres,FL,Cape Coral-Fort Myers,Lee County,365,179900,179900,179900,180000,179900
Everett,WA,Seattle-Tacoma-Bellevue,Snohomish County,366,369066,369000,374950,378500,379950
Wichita Falls,TX,Wichita Falls,Wichita County,367,137250,137500,139900,142750,139900
Erie,PA,Erie,Erie County,368,79990,82900,82900,87000,91250
Pompano Beach,FL,Miami-Fort Lauderdale-West Palm Beach,Broward County,369,259000,255000,250000,254450,255000
San Leandro,CA,San Francisco-Oakland-Hayward,Alameda County,370,630000,642000,654800,679800,680000
Riverview,FL,Tampa-St. Petersburg-Clearwater,Hillsborough County,371,250990,255448,254500,252990,249999
Burbank,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,372,859000,850000,849975,849000,849900
Vacaville,CA,Vallejo-Fairfield,Solano County,373,450000,458500,469900,480000,475500
Madera,CA,Madera,Madera County,374,3.00E+05,289000,299900,303118.5,299900
Albany,NY,Albany-Schenectady-Troy,Albany County,375,169000,167950,172900,175000,179900
Grand Junction,CO,Grand Junction,Mesa County,376,270000,275000,274900,279900,285250
Hesperia,CA,Riverside-San Bernardino-Ontario,San Bernardino County,377,297000,295000,295000,295000,299900
Jackson,MI,Jackson,Jackson County,378,112500,109900,109900,114900,118000
The Woodlands,TX,Houston-The Woodlands-Sugar Land,Montgomery County,379,450000,450000,450495,461417.5,468495
Longview,TX,Longview,Gregg County,380,181500,184900,190000,195000,195450
San Mateo,CA,San Francisco-Oakland-Hayward,San Mateo County,381,1252500,1249500,1370944,1392000,1398500
Edison,NJ,New York-Newark-Jersey City,Middlesex County,382,382450,394800,399900,409900,409999.5
Franklin,TN,Nashville-Davidson--Murfreesboro--Franklin,Williamson County,383,584900,589900,575000,575000,575000
Sandy Springs,GA,Atlanta-Sandy Springs-Roswell,Fulton County,384,542500,550000,550000,549900,550000
Merced,CA,Merced,Merced County,385,279500,279500,284295,285990,289000
Jacksonville,NC,Jacksonville,Onslow County,386,159900,160000,169900,174900,175000
Santa Cruz,CA,Santa Cruz-Watsonville,Santa Cruz County,387,959000,982000,1032000,1099000,1085000
Lexington,SC,Columbia,Lexington County,388,229856.5,226221,228500,223900,226784.5
Chapel Hill,NC,Durham-Chapel Hill,Orange County,389,468854.5,463404,472500,479000,475000
Kennesaw,GA,Atlanta-Sandy Springs-Roswell,Cobb County,390,279900,285000,289900,286326,280000
Woodbridge,NJ,New York-Newark-Jersey City,Middlesex County,391,3.00E+05,3.00E+05,315000,319900,319999
Elkhart,IN,Elkhart-Goshen,Elkhart County,392,149900,159000,149450,162500,159900
Daly City,CA,San Francisco-Oakland-Hayward,San Mateo County,393,872000,883000,898500,899000,896500
Rialto,CA,Riverside-San Bernardino-Ontario,San Bernardino County,394,365000,369800,369800,369000,368000
Davie,FL,Miami-Fort Lauderdale-West Palm Beach,Broward County,395,375000,375000,379999,379450,384450
Columbia,MD,Baltimore-Columbia-Towson,Howard County,396,330000,335000,340000,350000,350000
Meridian,ID,Boise City,Ada County,397,358900,359900,359900,369900,369900
Lawrence,KS,Lawrence,Douglas County,398,249950,250000,240000,249900,249900
Napa,CA,Napa,Napa County,399,762000,775000,795000,792285,799000
Highlands Ranch,CO,Denver-Aurora-Lakewood,Douglas County,400,485000,498000,5.00E+05,519925,514900
Lynchburg,VA,Lynchburg,Lynchburg City,401,174900,178700,181750,184900,184900
Greeley,CO,Greeley,Weld County,402,315500,318375,319000,320000,320500
League City,TX,Houston-The Woodlands-Sugar Land,Galveston County,403,296080,298900,298400,299900,299999
Lakewood,NJ,New York-Newark-Jersey City,Ocean County,404,285000,279900,265000,249900,259000
Mission Viejo,CA,Los Angeles-Long Beach-Anaheim,Orange County,405,699000,698000,719000,714950,709900
High Point,NC,Greensboro-High Point,Guilford County,406,154950,150000,162000,165000,164900
Lithonia,GA,Atlanta-Sandy Springs-Roswell,Dekalb County,407,150015,152250,159900,156900,155000
Anderson,SC,Greenville-Anderson-Mauldin,Anderson County,408,199158.5,196900,199000,199608.5,199900
Livermore,CA,San Francisco-Oakland-Hayward,Alameda County,409,767000,779000,765000,788000,798250
Spring Hill,FL,Tampa-St. Petersburg-Clearwater,Hernando County,410,180000,179900,179950,180000,184500
Sandy,UT,Salt Lake City,Salt Lake County,411,419900,424900,425000,439900,450000
Federal Way,WA,Seattle-Tacoma-Bellevue,King County,412,369500,360389,375000,381250,391500
Rio Rancho,NM,Albuquerque,Sandoval County,413,229900,235000,244450,239990,246990
South Gate,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,414,449000,449900,449900,450000,449900
Bryan,TX,College Station-Bryan,Brazos County,415,219000,219900,223500,224949.5,228100
Champaign,IL,Champaign-Urbana,Champaign County,416,159900,165000,164900,164900,167000
Albany,GA,Albany,Dougherty County,417,89900,92900,89900,89900,84700
Portsmouth,VA,Virginia Beach-Norfolk-Newport News,Portsmouth City,418,155000,159000,165000,165700,165000
Greece,NY,Rochester,Monroe County,419,138900,139900,142500,147000,148400
Dearborn,MI,Detroit-Warren-Dearborn,Wayne County,420,149900,149900,149900,159900,164900
Hawthorne,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,421,639990,645000,649499.5,649999,672500
Johnson City,TN,Johnson City,Washington County,422,195000,189900,199000,199900,199900
Idaho Falls,ID,Idaho Falls,Bonneville County,423,255000,255000,259900,260000,259900
Woodstock,GA,Atlanta-Sandy Springs-Roswell,Cherokee County,424,334995,329435,324000,334900,344900
Livonia,MI,Detroit-Warren-Dearborn,Wayne County,425,189900,209900,209949.5,219900,215000
Brockton,MA,Boston-Cambridge-Newton,Plymouth County,426,289900,298500,299900,302450,309900
Asheville,NC,Asheville,Buncombe County,427,337950,339000,339700,349900,355000
Midlothian,VA,Richmond,Chesterfield County,428,374950,375000,387450,391192.5,380443
Indio,CA,Riverside-San Bernardino-Ontario,Riverside County,429,349994.5,350000,349900,349000,350000
Annapolis,MD,Baltimore-Columbia-Towson,Anne Arundel County,430,475000,480000,487000,499000,499900
New Braunfels,TX,San Antonio-New Braunfels,Comal County,431,279900,279900,277499,279900,279990
McDonough,GA,Atlanta-Sandy Springs-Roswell,Henry County,432,239000,242400,243150,246150,248500
Ashburn,VA,Washington-Arlington-Alexandria,Loudoun County,433,550000,549945,544990,549990,559900
Sterling,VA,Washington-Arlington-Alexandria,Loudoun County,434,429900,429900,425000,434995,448780
Auburn,WA,Seattle-Tacoma-Bellevue,King County,435,408250,410000,419970,417950,415000
Muncie,IN,Muncie,Delaware County,436,73500,74988,84000,89900,90950
Valdosta,GA,Valdosta,Lowndes County,437,155000,157900,159900,155000,149900
Apopka,FL,Orlando-Kissimmee-Sanford,Orange County,438,295000,295000,299000,299945,299000
Kennewick,WA,Kennewick-Richland,Benton County,439,298250,299500,319000,319000,305900
Medford,OR,Medford,Jackson County,440,325000,320000,324900,329900,325000
Allen,TX,Dallas-Fort Worth-Arlington,Collin County,441,399999,406495,415000,415000,399900
Kalamazoo,MI,Kalamazoo-Portage,Kalamazoo County,442,121450,127250,129900,132900,134900
Santa Monica,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,443,1750000,1800000,1724500,1795000,1699988
Plantation,FL,Miami-Fort Lauderdale-West Palm Beach,Broward County,443,339999.5,339000,328000,339000,330000
Plainfield,IL,Chicago-Naperville-Elgin,Will County,445,279900,285000,285000,284900,285990
New Bedford,MA,Providence-Warwick,Bristol County,446,229000,229900,229900,239850,240000
Westminster,CA,Los Angeles-Long Beach-Anaheim,Orange County,447,679000,688000,687999,695000,699900
Reading,PA,Reading,Berks County,448,69900,68500,69900,74900,74900
Loveland,CO,Fort Collins,Larimer County,449,371883,377900,385000,384900,379900
Cheyenne,WY,Cheyenne,Laramie County,450,274500,272000,278700,279900,280000
Fort Smith,AR,Fort Smith,Sebastian County,451,155000,152500,159000,157500,159000
Lawton,OK,Lawton,Comanche County,452,99900,99974.5,99999,99900,99899.5
Kenosha,WI,Chicago-Naperville-Elgin,Kenosha County,453,165000,167200,169000,174450,174900
Roswell,GA,Atlanta-Sandy Springs-Roswell,Fulton County,454,449900,469472.5,470725,460000,469250
Monroe,LA,Monroe,Ouachita Parish,455,205000,199700,210000,224250,215000
Orem,UT,Provo-Orem,Utah County,456,313000,326800,315000,323715,329900
Missoula,MT,Missoula,Missoula County,457,353500,350000,350000,350000,350000
Miami Beach,FL,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,458,499900,499900,499000,499000,499000
Duluth,MN,Duluth,Saint Louis County,459,189950,196750,215000,224900,219900
Sunrise,FL,Miami-Fort Lauderdale-West Palm Beach,Broward County,460,238000,235000,234900,238500,235000
Lynn,MA,Boston-Cambridge-Newton,Essex County,461,339000,339900,339450,339900,350000
Holland,MI,Grand Rapids-Wyoming,Ottawa County,462,264900,278000,289900,284900,284900
Cleveland,TN,Cleveland,Bradley County,463,206900,214950,219900,222250,219900
Williamsburg,VA,Virginia Beach-Norfolk-Newport News,James City County,464,329995,335000,339900,350000,344995
Lees Summit,MO,Kansas City,Jackson County,465,333497.5,339500,329900,312990,299900
Appleton,WI,Appleton,Outagamie County,466,169900,176000,175000,180000,184450
Newnan,GA,Atlanta-Sandy Springs-Roswell,Coweta County,467,279900,278200,279900,278900,283750
Menifee,CA,Riverside-San Bernardino-Ontario,Riverside County,468,378888,379000,380000,380000,384900
San Marcos,CA,San Diego-Carlsbad,San Diego County,469,609000,644900,639000,646400,649000
Acworth,GA,Atlanta-Sandy Springs-Roswell,Cobb County,470,275000,288990,285000,295000,294900
Canton,MI,Detroit-Warren-Dearborn,Wayne County,471,309900,314900,318500,319450,315000
Herndon,VA,Washington-Arlington-Alexandria,Fairfax County,472,533490,551503,550622.5,560000,551761
Queen Creek,AZ,Phoenix-Mesa-Scottsdale,Pinal County,473,320000,319000,324775,325000,322990
Covington,GA,Atlanta-Sandy Springs-Roswell,Newton County,474,199900,202516,199900,199000,201495
Carmel,IN,Indianapolis-Carmel-Anderson,Hamilton County,475,428990,435000,440992.5,430000,439000
San Angelo,TX,San Angelo,Tom Green County,476,174900,175000,179900,195000,195000
Hamilton,NJ,Trenton,Mercer County,477,224900,219900,224900,235000,235000
Tonawanda,NY,Buffalo-Cheektowaga-Niagara Falls,Erie County,478,145000,149900,149900,154900,154900
Bothell,WA,Seattle-Tacoma-Bellevue,Snohomish County,479,688000,689950,685000,659950,654950
Newton,MA,Boston-Cambridge-Newton,Middlesex County,480,1188000,1182039.5,1195000,1150000,1143500
Warner Robins,GA,Warner Robins,Houston County,481,131000,130000,142900,145000,149500
Flagstaff,AZ,Flagstaff,Coconino County,482,440000,435000,419900,425000,430000
Chino,CA,Riverside-San Bernardino-Ontario,San Bernardino County,483,520544,519000,517790,521395,519900
Fort Pierce,FL,Port St. Lucie,Saint Lucie County,484,2.00E+05,210000,199900,199900,199990
Redwood City,CA,San Francisco-Oakland-Hayward,San Mateo County,485,1398944,1398000,1548500,1598000,1590000
Lafayette,IN,Lafayette-West Lafayette,Tippecanoe County,486,164900,144900,159950,165000,171900
Leesburg,VA,Washington-Arlington-Alexandria,Loudoun County,487,619900,614950,629450,620000,624990
Gulfport,MS,Gulfport-Biloxi-Pascagoula,Harrison County,488,165500,169900,171700,172500,174900
Pittsburg,CA,San Francisco-Oakland-Hayward,Contra Costa County,489,419950,419900,435000,440000,440000
Georgetown,TX,Austin-Round Rock,Williamson County,490,333995,334900,325788,337450,330000
Fall River,MA,Providence-Warwick,Bristol County,491,249947.5,249900,249900,258000,259000
Duluth,GA,Atlanta-Sandy Springs-Roswell,Gwinnett County,492,308310,331000,337388.5,339900,344900
Decatur,IL,Decatur,Macon County,493,89900,94900,94900,99900,99800
Parker,CO,Denver-Aurora-Lakewood,Douglas County,494,498600,494900,495972.5,509000,509900
Newport Beach,CA,Los Angeles-Long Beach-Anaheim,Orange County,495,2595000,2509500,2498800,2499000,2536500
Arden-Arcade,CA,Sacramento--Roseville--Arden-Arcade,Sacramento County,496,362475,359950,379900,379900,381500
